,Title,Author,Published,Link
0,Light-bulb moment? Towards adaptive presentation of feedback based on students' affective state,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/light-bulb-moment-towards-adaptive-presentation-of-feedback-based
0,Preface,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/preface-10
0,Preface,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/preface-9
0,Purpose and level of feedback in an exploratory learning environment for fractions,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/purpose-and-level-of-feedback-in-an-exploratory-learning-environm
0,Robust student knowledge: Adapting to individual student needs as they explore the concepts and practice the procedures of fractions,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/robust-student-knowledge-adapting-to-individual-student-needs-as-
0,"Talk, tutor, explore, learn: Intelligent tutoring and exploration for robust learning","Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/talk-tutor-explore-learn-intelligent-tutoring-and-exploration-for
0,The impact of feedback on students' affective states,"Grawemeyer, B.",Jun 2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-feedback-on-students-affective-states-2
0,The impact of feedback on students' affective states,"Grawemeyer, B.",Jun 2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-feedback-on-students-affective-states
0,Employing speech to contribute to modelling and adapting to students' affective states,"Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/employing-speech-to-contribute-to-modelling-and-adapting-to-stude
0,Exploring the potential of speech recognition to support problem solving and reflection: Wizards go to school in the elementary maths classroom,"Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/exploring-the-potential-of-speech-recognition-to-support-problem-
0,"Interventions during student multimodal learning activities: Which, and why?","Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/interventions-during-student-multimodal-learning-activities-which
0,Developing an embodied pedagogical agent with and for young people with autism spectrum disorder,"Grawemeyer, B.",22 Jun 2012,https://pureportal.coventry.ac.uk/en/publications/developing-an-embodied-pedagogical-agent-with-and-for-young-peopl
0,Developing IDEAS: Supporting children with Autism within a participatory design team,"Grawemeyer, B.",24 May 2012,https://pureportal.coventry.ac.uk/en/publications/developing-ideas-supporting-children-with-autism-within-a-partici
0,Rational security: Modelling everyday password use,"Grawemeyer, B.",1 Jun 2012,https://pureportal.coventry.ac.uk/en/publications/rational-security-modelling-everyday-password-use
0,IDEAS: An interface design experience for the autistic spectrum,"Grawemeyer, B.",8 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/ideas-an-interface-design-experience-for-the-autistic-spectrum
0,The Impact of Autism Spectrum Disorder on the Categorisation of External Representations,"Grawemeyer, B.",2011,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-autism-spectrum-disorder-on-the-categorisation-of-e
0,Using and managing multiple passwords: A week to a view,"Grawemeyer, B.",1 May 2011,https://pureportal.coventry.ac.uk/en/publications/using-and-managing-multiple-passwords-a-week-to-a-view
0,The effects of users' background diagram knowledge and task characteristics upon information display selection,"Grawemeyer, B.",1 Dec 2008,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-users-background-diagram-knowledge-and-task-charac
0,Evaluation of ERST - An external representation selection tutor,"Grawemeyer, B.",1 Jan 2006,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-erst-an-external-representation-selection-tutor
0,A bayesian approach to modelling users' information display preferences,"Grawemeyer, B.",1 Jan 2005,https://pureportal.coventry.ac.uk/en/publications/a-bayesian-approach-to-modelling-users-information-display-prefer
0,Developing a Bayes-net based student model for an External Representation Selection Tutor,"Grawemeyer, B.",2005,https://pureportal.coventry.ac.uk/en/publications/developing-a-bayes-net-based-student-model-for-an-external-repres
0,Graphical data displays and database queries: Helping users select the right display for the task,"Grawemeyer, B.",1 Jan 2005,https://pureportal.coventry.ac.uk/en/publications/graphical-data-displays-and-database-queries-helping-users-select
0,The effect of knowledge-of-external-representations upon performance and representational choice in a database query task,"Grawemeyer, B.",1 Jan 2004,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-knowledge-of-external-representations-upon-performa
0,AUDIX: A Knowledge-based System for speech-therapeutic auditory discrimination exercises,"Grawemeyer, B.",1 Jan 2000,https://pureportal.coventry.ac.uk/en/publications/audix-a-knowledge-based-system-for-speech-therapeutic-auditory-di
0,Knowledge-based document analysis,"Grawemeyer, B.",Aug 1997,https://pureportal.coventry.ac.uk/en/publications/knowledge-based-document-analysis
0,Feedback and Engagement on an Introductory Programming Module,"Grawemeyer, B.",6 Jan 2022,https://pureportal.coventry.ac.uk/en/publications/feedback-and-engagement-on-an-introductory-programming-module
0,Touch and Play? Investigating The Value of Touchscreens for Gamer Experience,"Halloran, J.",Dec 2019,https://pureportal.coventry.ac.uk/en/publications/touch-and-play-investigating-the-value-of-touchscreens-for-gamer-
0,Design implications for task-specific search utilities for retrieval and re-engineering of code,"Halloran, J.",2017,https://pureportal.coventry.ac.uk/en/publications/design-implications-for-task-specific-search-utilities-for-retrie-2
0,The Human Element: Social Leveraging of User Engagement with Assisted Living Technology,"Halloran, J.",May 2017,https://pureportal.coventry.ac.uk/en/publications/the-human-element-social-leveraging-of-user-engagement-with-assis
0,Cool to Warm Up? Understanding Student Energy Behaviour In Indonesian University Buildings.,"Halloran, J.",2015,https://pureportal.coventry.ac.uk/en/publications/cool-to-warm-up-understanding-student-energy-behaviour-in-indones-2
0,Diagnosis of heart disease by using a radial basis function network classification technique on patients' medical records,"Halloran, J.",2014,https://pureportal.coventry.ac.uk/en/publications/diagnosis-of-heart-disease-by-using-a-radial-basis-function-netwo-2
0,Supporting information exchange among software developers through the development of Collaborative Information Retrieval utilities,"Halloran, J.",19 Sept 2013,https://pureportal.coventry.ac.uk/en/publications/supporting-information-exchange-among-software-developers-through
0,Distributed information extraction from large-scale wireless sensor networks,"Gaura, E.",May 2012,https://pureportal.coventry.ac.uk/en/publications/distributed-information-extraction-from-large-scale-wireless-sens-2
0,In at the deep end: an activity-led introduction to first year creative computing,"Halloran, J.",Sept 2012,https://pureportal.coventry.ac.uk/en/publications/in-at-the-deep-end-an-activity-led-introduction-to-first-year-cre-2
0,Investigating the value of retention actions as a source of relevance information in the software development environment,"Halloran, J.",2012,https://pureportal.coventry.ac.uk/en/publications/investigating-the-value-of-retention-actions-as-a-source-of-relev
0,Sustainable future? Building and life-style assessment,"Gaura, E. I.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/sustainable-future-building-and-life-style-assessment
0,Ethnographically informed agent based computational model for collaborative systems,"Halloran, J.",22 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/ethnographically-informed-agent-based-computational-model-for-col
0,Design challenges and solutions: review of the 4th international workshop on ubiquitous computing (iUBICOM 2009),"Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/design-challenges-and-solutions-review-of-the-4th-international-w-2
0,"It's talk, but not as we know it: using VoIP to communicate in war games","Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/its-talk-but-not-as-we-know-it-using-voip-to-communicate-in-war-g-2
0,The value of values: resourcing co-design of ubiquitous computing,"Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/the-value-of-values-resourcing-co-design-of-ubiquitous-computing-2
0,A novel approach for producing Mg-3Al-1Zn-0.2Mn alloy wire with a promising combination of strength and ductility using CoreFlowTM,"Hayat, Q.",1 Apr 2023,https://pureportal.coventry.ac.uk/en/publications/a-novel-approach-for-producing-mg-3al-1zn-02mn-alloy-wire-with-a-
0,Cracking Behavior of Gd2Zr2O7/YSZ Multi-Layered Thermal Barrier Coatings Deposited by Suspension Plasma Spray,"Amer, M.",Jan 2023,https://pureportal.coventry.ac.uk/en/publications/cracking-behavior-of-gd2zr2o7ysz-multi-layered-thermal-barrier-co
0,A Review on In Situ Mechanical Testing of Coatings,"Amer, M.",23 Feb 2022,https://pureportal.coventry.ac.uk/en/publications/a-review-on-in-situ-mechanical-testing-of-coatings
0,"High-Entropy Coatings (HEC) for High-Temperature Applications: Materials, Processing, and Properties","Arshad, M.",18 May 2022,https://pureportal.coventry.ac.uk/en/publications/high-entropy-coatings-hec-for-high-temperature-applications-mater
0,Multiscale modelling for fusion and fission materials: the M4F project,"Hayat, Q.",Dec 2021,https://pureportal.coventry.ac.uk/en/publications/multiscale-modelling-for-fusion-and-fission-materials-the-m4f-pro
0,Correction of multiple-blinking artifacts in photoactivated localization microscopy,"Hoh, T. Y.",May 2022,https://pureportal.coventry.ac.uk/en/publications/correction-of-multiple-blinking-artifacts-in-photoactivated-local
0,Using Machine Learning for Anomaly Detection on a System-on-Chip under Gamma Radiation,"Kasap, S.",5 Jan 2022,https://pureportal.coventry.ac.uk/en/publications/using-machine-learning-for-anomaly-detection-on-a-system-on-chip-
0,Using Machine Learning for Anomaly Detection on a System-on-Chip under Gamma Radiation,"Kasap, S.",Nov 2022,https://pureportal.coventry.ac.uk/en/publications/using-machine-learning-for-anomaly-detection-on-a-system-on-chip--2
0,EnSuRe: Energy & Accuracy Aware Fault-tolerant Scheduling on Real-time Heterogeneous Systems,"Kasap, S.",26 Jul 2021,https://pureportal.coventry.ac.uk/en/publications/ensure-energy-amp-accuracy-aware-fault-tolerant-scheduling-on-rea
0,Novel lockstep-based fault mitigation approach for SoCs with roll-back and roll-forward recovery,"Kasap, S.",Sept 2021,https://pureportal.coventry.ac.uk/en/publications/novel-lockstep-based-fault-mitigation-approach-for-socs-with-roll
0,A Framework and Protocol for Dynamic Management of Fault Tolerant Systems in Harsh Environments,"Kasap, S.",5 Aug 2020,https://pureportal.coventry.ac.uk/en/publications/a-framework-and-protocol-for-dynamic-management-of-fault-tolerant
0,Novel Lockstep-based Approach with Roll-back and Roll-forward Recovery to Mitigate Radiation-Induced Soft Errors,"Kasap, S.",27 Oct 2020,https://pureportal.coventry.ac.uk/en/publications/novel-lockstep-based-approach-with-roll-back-and-roll-forward-rec
0,Survey of Soft Error Mitigation Techniques Applied to LEON3 Soft Processors on SRAM-Based FPGAs,"Kasap, S.",27 Jan 2020,https://pureportal.coventry.ac.uk/en/publications/survey-of-soft-error-mitigation-techniques-applied-to-leon3-soft-
0,Acceleration of Polynomial Matrix Multiplication on Zynq-7000 System-on-Chip,"Kasap, S.",Sept 2019,https://pureportal.coventry.ac.uk/en/publications/acceleration-of-polynomial-matrix-multiplication-on-zynq-7000-sys
0,High-Performance System-on-Chip-Based Accelerator System for Polynomial Matrix Multiplications,"Kasap, S.",Dec 2019,https://pureportal.coventry.ac.uk/en/publications/high-performance-system-on-chip-based-accelerator-system-for-poly
0,Survey of lockstep based mitigation techniques for soft errors in embedded systems,"Kasap, S.",2019,https://pureportal.coventry.ac.uk/en/publications/survey-of-lockstep-based-mitigation-techniques-for-soft-errors-in
0,GPU parallelization of the sequential matrix diagonalization algorithm and its application to high-dimensional data,"Kasap, S.",Aug 2017,https://pureportal.coventry.ac.uk/en/publications/gpu-parallelization-of-the-sequential-matrix-diagonalization-algo
0,Novel reconfigurable hardware architecture for polynomial matrix multiplications,"Kasap, S.",Mar 2015,https://pureportal.coventry.ac.uk/en/publications/novel-reconfigurable-hardware-architecture-for-polynomial-matrix-
0,Novel reconfigurable hardware implementation of polynomial matrix/vector multiplications,"Kasap, S.",9 Apr 2015,https://pureportal.coventry.ac.uk/en/publications/novel-reconfigurable-hardware-implementation-of-polynomial-matrix
0,Novel field-programmable gate array architecture for computing the eigenvalue decomposition of para-hermitian polynomial matrices,"Kasap, S.",Mar 2014,https://pureportal.coventry.ac.uk/en/publications/novel-field-programmable-gate-array-architecture-for-computing-th
0,FPGA implementation of a second-order convolutive blind signal separation algorithm,"Kasap, S.",13 Jun 2013,https://pureportal.coventry.ac.uk/en/publications/fpga-implementation-of-a-second-order-convolutive-blind-signal-se
0,Parallel algorithm for computation of second-order sequential best rotations,"Kasap, S.",2013,https://pureportal.coventry.ac.uk/en/publications/parallel-algorithm-for-computation-of-second-order-sequential-bes
0,FPGA-based design and implementation of an approximate polynomial matrix EVD algorithm,"Kasap, S.",2012,https://pureportal.coventry.ac.uk/en/publications/fpga-based-design-and-implementation-of-an-approximate-polynomial
0,Parallel processor design and implementation for molecular dynamics simulations on a FPGA-Based supercomputer,"Kasap, S.",2012,https://pureportal.coventry.ac.uk/en/publications/parallel-processor-design-and-implementation-for-molecular-dynami
0,A high performance implementation for Molecular Dynamics simulations on a FPGA supercomputer,"Kasap, S.",29 Jul 2011,https://pureportal.coventry.ac.uk/en/publications/a-high-performance-implementation-for-molecular-dynamics-simulati
0,High performance phylogenetic analysis with maximum parsimony on reconfigurable hardware,"Kasap, S.",May 2011,https://pureportal.coventry.ac.uk/en/publications/high-performance-phylogenetic-analysis-with-maximum-parsimony-on-
0,A high performance FPGA-based core for phylogenetic analysis with maximum parsimony method,"Kasap, S.",12 Jan 2010,https://pureportal.coventry.ac.uk/en/publications/a-high-performance-fpga-based-core-for-phylogenetic-analysis-with
0,A high performance FPGA-based implementation position specific iterated BLAST,"Kasap, S.",Feb 2009,https://pureportal.coventry.ac.uk/en/publications/a-high-performance-fpga-based-implementation-position-specific-it
0,An FPGA-based web server for high performance biological sequence alignment,"Kasap, S.",10 Nov 2009,https://pureportal.coventry.ac.uk/en/publications/an-fpga-based-web-server-for-high-performance-biological-sequence
0,A high performance reconfigurable core for motif searching using profile HMM,"Kasap, S.",1 Aug 2008,https://pureportal.coventry.ac.uk/en/publications/a-high-performance-reconfigurable-core-for-motif-searching-using-
0,Design and Implementation of an FPGA-based Core for Gapped BLAST Sequence Alignment with the Two-Hit Method,"Kasap, S.",Aug 2008,https://pureportal.coventry.ac.uk/en/publications/design-and-implementation-of-an-fpga-based-core-for-gapped-blast-
0,High Performance FPGA-based Core for BLAST Sequence Alignment with the Two-Hit Method,"Kasap, S.",8 Dec 2008,https://pureportal.coventry.ac.uk/en/publications/high-performance-fpga-based-core-for-blast-sequence-alignment-wit
0,Impact of Network Externalities on Digital Infrastructure Adoption and Assimilation: The Case of IPv6,"Kaur, A.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/impact-of-network-externalities-on-digital-infrastructure-adoptio
0,Why isn’t digital infrastructure being updated? The case of IPv6,"Kaur, A.",2013,https://pureportal.coventry.ac.uk/en/publications/why-isnt-digital-infrastructure-being-updated-the-case-of-ipv6
0,Diabetic Retinopathy Detection Using Transfer and Reinforcement Learning with Effective Image Preprocessing and Data Augmentation Techniques,"Tariq, M.",7 Feb 2023,https://pureportal.coventry.ac.uk/en/publications/diabetic-retinopathy-detection-using-transfer-and-reinforcement-l
0,A Tensor-based Catheter and Wire Detection and Tracking Framework and Its Clinical Applications,"Ma, Y.",1 Feb 2022,https://pureportal.coventry.ac.uk/en/publications/a-tensor-based-catheter-and-wire-detection-and-tracking-framework
0,Edge-Enhancement DenseNet for X-ray Fluoroscopy Image Denoising in Cardiac Electrophysiology Procedures,"Ma, Y.",Feb 2022,https://pureportal.coventry.ac.uk/en/publications/edge-enhancement-densenet-for-x-ray-fluoroscopy-image-denoising-i
0,Transfer Learning based Classification of Diabetic Retinopathy on the Kaggle EyePACS dataset,"Tariq, M.",15 Nov 2022,https://pureportal.coventry.ac.uk/en/publications/transfer-learning-based-classification-of-diabetic-retinopathy-on
0,Real-time registration of 3D echo to X-ray fluoroscopy based on cascading classifiers and image registration,"Ma, Y.",25 Feb 2021,https://pureportal.coventry.ac.uk/en/publications/real-time-registration-of-3d-echo-to-x-ray-fluoroscopy-based-on-c
0,End-to-End Real-time Catheter Segmentation with Optical Flow-Guided Warping during Endovascular Intervention,"Ma, Y.",15 Sept 2020,https://pureportal.coventry.ac.uk/en/publications/end-to-end-real-time-catheter-segmentation-with-optical-flow-guid
0,A machine learning framework for context specific collimation and workflow phase detection,"Ma, Y.",Nov 2018,https://pureportal.coventry.ac.uk/en/publications/a-machine-learning-framework-for-context-specific-collimation-and
0,A novel real-time computational framework for detecting catheters and rigid guidewires in cardiac catheterization procedures,"Ma, Y.",Nov 2018,https://pureportal.coventry.ac.uk/en/publications/a-novel-real-time-computational-framework-for-detecting-catheters
0,Automatic Tool Detection in X-Ray Images for Robotic Assisted Joint Fracture Surgery,"Ma, Y.",2017,https://pureportal.coventry.ac.uk/en/publications/automatic-tool-detection-in-x-ray-images-for-robotic-assisted-joi
0,ECG imaging of ventricular tachycardia: evaluation against simultaneous non-contact mapping and CMR-derived grey zone,"Ma, Y.",Jun 2017,https://pureportal.coventry.ac.uk/en/publications/ecg-imaging-of-ventricular-tachycardia-evaluation-against-simulta
0,Real-time guiding catheter and guidewire detection for congenital cardiovascular interventions,"Ma, Y.",23 May 2017,https://pureportal.coventry.ac.uk/en/publications/real-time-guiding-catheter-and-guidewire-detection-for-congenital
0,Fast catheter segmentation from echocardiographic sequences based on segmentation from corresponding X-ray fluoroscopy for cardiac catheterization interventions,"Ma, Y.",Apr 2015,https://pureportal.coventry.ac.uk/en/publications/fast-catheter-segmentation-from-echocardiographic-sequences-based
0,Image-based view-angle independent cardiorespiratory motion gating and coronary sinus catheter tracking for x-ray-guided cardiac electrophysiology procedures,"Ma, Y.",21 Oct 2015,https://pureportal.coventry.ac.uk/en/publications/image-based-view-angle-independent-cardiorespiratory-motion-gatin
0,Image-based view-angle independent cardiorespiratory motion gating for x-ray-guided interventional electrophysiology procedures,"Ma, Y.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/image-based-view-angle-independent-cardiorespiratory-motion-gatin-2
0,A fast catheter segmentation and tracking from echocardiographic sequences based on corresponding X-ray fluoroscopic image segmentation and hierarchical GRAPH modelling,"Ma, Y.",31 Jul 2014,https://pureportal.coventry.ac.uk/en/publications/a-fast-catheter-segmentation-and-tracking-from-echocardiographic-
0,A statistical method for retrospective cardiac and respiratory motion gating of interventional cardiac x-ray images,"Ma, Y.",Jul 2014,https://pureportal.coventry.ac.uk/en/publications/a-statistical-method-for-retrospective-cardiac-and-respiratory-mo
0,Novel System for Real-Time Integration of 3-D Echocardiography and Fluoroscopy for Image-Guided Cardiac Interventions: Preclinical Validation and Clinical Feasibility Evaluation,"Ma, Y.",2014,https://pureportal.coventry.ac.uk/en/publications/novel-system-for-real-time-integration-of-3-d-echocardiography-an
0,Surface flattening of the human left atrium and proof-of-concept clinical applications,"Ma, Y.",Jun 2014,https://pureportal.coventry.ac.uk/en/publications/surface-flattening-of-the-human-left-atrium-and-proof-of-concept-
0,A statistical model of catheter motion from interventional x-ray images: application to image-based gating,"Ma, Y.",8 Oct 2013,https://pureportal.coventry.ac.uk/en/publications/a-statistical-model-of-catheter-motion-from-interventional-x-ray-
0,Automatic electrode and CT/MR image co-localisation for electrocardiographic imaging,"Ma, Y.",Jun 2013,https://pureportal.coventry.ac.uk/en/publications/automatic-electrode-and-ctmr-image-co-localisation-for-electrocar
0,Catheter tracking in 3D echocardiographic sequences based on tracking in 2D X-ray sequences for cardiac catheterization interventions,"Ma, Y.",2013,https://pureportal.coventry.ac.uk/en/publications/catheter-tracking-in-3d-echocardiographic-sequences-based-on-trac
0,Extended-field-of-view three-dimensional transesophageal echocardiography using image-based X-ray probe tracking,"Ma, Y.",1 Jun 2013,https://pureportal.coventry.ac.uk/en/publications/extended-field-of-view-three-dimensional-transesophageal-echocard
0,Extraction of cardiac and respiratory motion information from cardiac x-ray fluoroscopy images using hierarchical manifold learning,"Ma, Y.",2013,https://pureportal.coventry.ac.uk/en/publications/extraction-of-cardiac-and-respiratory-motion-information-from-car
0,Fast Catheter Tracking in Echocardiographic Sequences for Cardiac Catheterization Interventions,"Ma, Y.",26 Sept 2013,https://pureportal.coventry.ac.uk/en/publications/fast-catheter-tracking-in-echocardiographic-sequences-for-cardiac
0,Infarct Segmentation Challenge on Delayed Enhancement MRI of the Left Ventricle,"Ma, Y.",2013,https://pureportal.coventry.ac.uk/en/publications/infarct-segmentation-challenge-on-delayed-enhancement-mri-of-the-
0,Multi-site left ventricular pacing as a potential treatment for patients with postero-lateral scar: insights from cardiac magnetic resonance imaging and invasive haemodynamic assessment,"Ma, Y.",Mar 2013,https://pureportal.coventry.ac.uk/en/publications/multi-site-left-ventricular-pacing-as-a-potential-treatment-for-p
0,Real-Time Catheter Extraction from 2D X-Ray Fluoroscopic and 3D Echocardiographic Images for Cardiac Interventions,"Ma, Y.",2013,https://pureportal.coventry.ac.uk/en/publications/real-time-catheter-extraction-from-2d-x-ray-fluoroscopic-and-3d-e
0,Real‐time x‐ray fluoroscopy‐based catheter detection and tracking for cardiac electrophysiology interventions,"Ma, Y.",11 Jun 2013,https://pureportal.coventry.ac.uk/en/publications/realtime-xray-fluoroscopybased-catheter-detection-and-tracking-fo
0,Three-modality registration for guidance of minimally invasive cardiac interventions,"Ma, Y.",Jun 2013,https://pureportal.coventry.ac.uk/en/publications/three-modality-registration-for-guidance-of-minimally-invasive-ca
0,An integrated platform for image-guided cardiac resynchronization therapy,"Ma, Y.",20 Apr 2012,https://pureportal.coventry.ac.uk/en/publications/an-integrated-platform-for-image-guided-cardiac-resynchronization
0,"Cardiac magnetic resonance-derived anatomy, scar, and dyssynchrony fused with fluoroscopy to guide LV lead placement in cardiac resynchronization therapy: a comparison with acute haemodynamic measures and echocardiographic reverse remodelling","Ma, Y.",22 Nov 2012,https://pureportal.coventry.ac.uk/en/publications/cardiac-magnetic-resonance-derived-anatomy-scar-and-dyssynchrony-
0,Cardiac unfold: a novel technique for image-guided cardiac catheterization procedures,"Ma, Y.",2012,https://pureportal.coventry.ac.uk/en/publications/cardiac-unfold-a-novel-technique-for-image-guided-cardiac-cathete
0,Clinical applications of image fusion for electrophysiology procedures,"Ma, Y.",2012,https://pureportal.coventry.ac.uk/en/publications/clinical-applications-of-image-fusion-for-electrophysiology-proce
0,Evaluation of a real-time hybrid three-dimensional echo and X-ray imaging system for guidance of cardiac catheterisation procedures,"Ma, Y.",2012,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-a-real-time-hybrid-three-dimensional-echo-and-x-ray
0,Infarct segmentation of the left ventricle using graph-cuts,"Ma, Y.",2012,https://pureportal.coventry.ac.uk/en/publications/infarct-segmentation-of-the-left-ventricle-using-graph-cuts
0,Registration of 3D trans-esophageal echocardiography to X-ray fluoroscopy using image-based probe tracking,"Ma, Y.",2012,https://pureportal.coventry.ac.uk/en/publications/registration-of-3d-trans-esophageal-echocardiography-to-x-ray-flu
0,Spatial compounding of trans-esophageal echo volumes using X-ray probe tracking,"Ma, Y.",2012,https://pureportal.coventry.ac.uk/en/publications/spatial-compounding-of-trans-esophageal-echo-volumes-using-x-ray-
0,The Acute Hemodynamic Response to LV Pacing withinIndividual Branches of the Coronary Sinus using aQuadripolar Lead,"Ma, Y.",Feb 2012,https://pureportal.coventry.ac.uk/en/publications/the-acute-hemodynamic-response-to-lv-pacing-withinindividual-bran
0,Advanced image fusion to overlay coronary sinus anatomy with real‐time fluoroscopy to facilitate left ventricular lead implantation in CRT,"Ma, Y.",2011,https://pureportal.coventry.ac.uk/en/publications/advanced-image-fusion-to-overlay-coronary-sinus-anatomy-with-real
0,Clinical evaluation of respiratory motion compensation for anatomical roadmap guided cardiac electrophysiology procedures,"Ma, Y.",15 Sept 2011,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-respiratory-motion-compensation-for-anatom
0,Comparing image-based respiratory motion correction methods for anatomical roadmap guided cardiac electrophysiology procedures,"Ma, Y.",2011,https://pureportal.coventry.ac.uk/en/publications/comparing-image-based-respiratory-motion-correction-methods-for-a
0,Image-Based Automatic Ablation Point Tagging System with Motion Correction for Cardiac Ablation Procedures,"Ma, Y.",2011,https://pureportal.coventry.ac.uk/en/publications/image-based-automatic-ablation-point-tagging-system-with-motion-c
0,Realtime fusion of cardiac magnetic resonance imaging and computed tomography venography with X-ray fluoroscopy to aid cardiac resynchronisation therapy implantation in patients with persistent left superior vena cava,"Ma, Y.",Feb 2011,https://pureportal.coventry.ac.uk/en/publications/realtime-fusion-of-cardiac-magnetic-resonance-imaging-and-compute
0,A novel cardiac MRI protocol to guide successful cardiac resynchronization therapy implantation,"Ma, Y.",1 Jul 2010,https://pureportal.coventry.ac.uk/en/publications/a-novel-cardiac-mri-protocol-to-guide-successful-cardiac-resynchr
0,Hybrid echo and x-ray image guidance for cardiac catheterization procedures by using a robotic arm: a feasibility study,"Ma, Y.",9 Jun 2010,https://pureportal.coventry.ac.uk/en/publications/hybrid-echo-and-x-ray-image-guidance-for-cardiac-catheterization-
0,Image and physiological data fusion for guidance and modelling of cardiac resynchronization therapy procedures,"Ma, Y.",2010,https://pureportal.coventry.ac.uk/en/publications/image-and-physiological-data-fusion-for-guidance-and-modelling-of
0,Real-time respiratory motion correction for cardiac electrophysiology procedures using image-based coronary sinus catheter tracking,"Ma, Y.",2010,https://pureportal.coventry.ac.uk/en/publications/real-time-respiratory-motion-correction-for-cardiac-electrophysio
0,Registering Preprocedure Volumetric Images With Intraprocedure 3-D Ultrasound Using an Ultrasound Imaging Model,"Ma, Y.",1 Mar 2010,https://pureportal.coventry.ac.uk/en/publications/registering-preprocedure-volumetric-images-with-intraprocedure-3-
0,Registration-based propagation for whole heart segmentation from compounded 3D echocardiography,"Ma, Y.",2010,https://pureportal.coventry.ac.uk/en/publications/registration-based-propagation-for-whole-heart-segmentation-from-
0,A subject-specific technique for respiratory motion correction in image-guided cardiac catheterisation procedures,"Ma, Y.",Jun 2009,https://pureportal.coventry.ac.uk/en/publications/a-subject-specific-technique-for-respiratory-motion-correction-in
0,Privacy Enhancing Technologies (PETs) for Connected Vehicles in Smart Cities,"Mitchell, F.",Oct 2022,https://pureportal.coventry.ac.uk/en/publications/privacy-enhancing-technologies-pets-for-connected-vehicles-in-sma
0,Pilet: an interactive learning tool to teach python,"Mitchell, F.",2015,https://pureportal.coventry.ac.uk/en/publications/pilet-an-interactive-learning-tool-to-teach-python
0,An overview of artificial intelligence based pattern matching in a security and digital forensic context,"Mitchell, F. R.",2014,https://pureportal.coventry.ac.uk/en/publications/an-overview-of-artificial-intelligence-based-pattern-matching-in-
0,Demo Abstract:  Data Center Monitoring on a Budget,"Mitchell, F.",2014,https://pureportal.coventry.ac.uk/en/publications/demo-abstract-data-center-monitoring-on-a-budget
0,The use of Artificial Intelligence in digital forensics: An introduction,"Mitchell, F.",2010,https://pureportal.coventry.ac.uk/en/publications/the-use-of-artificial-intelligence-in-digital-forensics-an-introd
0,Typo-Squatting: The Curse''of Popularity,"Mitchell, F.",2009,https://pureportal.coventry.ac.uk/en/publications/typo-squatting-the-curseof-popularity
0,Digital forensics: challenges and opportunities,"Mitchell, F.",2007,https://pureportal.coventry.ac.uk/en/publications/digital-forensics-challenges-and-opportunities
0,A framework for inter-society communication in agents,"Mitchell, F.",2002,https://pureportal.coventry.ac.uk/en/publications/a-framework-for-inter-society-communication-in-agents
0,An introduction to knowledge acquisition,"Mitchell, F.",1998,https://pureportal.coventry.ac.uk/en/publications/an-introduction-to-knowledge-acquisition
0,Optical basicity of metallurgical slags: new computer based system for data visualisation and analysis,"Mitchell, F.",1997,https://pureportal.coventry.ac.uk/en/publications/optical-basicity-of-metallurgical-slags-new-computer-based-system
0,Painless knowledge acquisition for time series data,"Mitchell, F.",1997,https://pureportal.coventry.ac.uk/en/publications/painless-knowledge-acquisition-for-time-series-data
0,Applying KDD techniques to produce diagnostic rules for dynamic systems,"Mitchell, F.",Aug 1996,https://pureportal.coventry.ac.uk/en/publications/applying-kdd-techniques-to-produce-diagnostic-rules-for-dynamic-s
0,Towards painless knowledge acquisition,"Mitchell, F.",1996,https://pureportal.coventry.ac.uk/en/publications/towards-painless-knowledge-acquisition
